date,travel.state.gov,ustraveldocs,ds 160,ds-160,ds160
2005-05-07,14.4,0.0,0.0,0.0,0.0
2005-05-08,0.0,0.0,0.0,0.0,0.0
2005-05-09,13.76,0.0,0.0,0.0,0.0
2005-05-10,16.64,0.0,0.0,0.0,0.0
2005-05-11,19.84,0.0,0.0,0.0,0.0
2005-05-12,7.68,0.0,0.0,0.0,0.0
2005-05-13,6.08,0.0,0.0,0.0,0.0
2005-05-14,8.96,0.0,0.0,0.0,0.0
2005-05-15,0.0,0.0,0.0,0.0,0.0
2005-05-16,13.44,0.0,0.0,0.0,0.0
2005-05-17,18.24,0.0,0.0,0.0,0.0
2005-05-18,12.8,0.0,0.0,0.0,0.0
2005-05-19,14.4,0.0,0.0,0.0,0.0
2005-05-20,10.24,0.0,0.0,0.0,0.0
2005-05-21,18.56,0.0,0.0,0.0,0.29
2005-05-22,17.92,0.0,0.0,0.0,0.0
2005-05-23,11.2,0.0,0.0,0.0,0.0
2005-05-24,8.32,0.0,0.0,0.0,0.0
2005-05-25,9.6,0.0,0.0,0.0,0.0
2005-05-26,14.4,0.0,0.0,0.19,0.0
